rosbagTimestamp,data
1617242623060462229,0.0
1617242623310603265,0.0
1617242623560603527,0.0
1617242623810609247,-0.00872664625997
1617242624060635702,0.0
1617242624310639570,0.0
1617242624560514637,0.0
1617242624810916272,0.0
1617242625060826432,0.0
1617242625310799021,0.0
1617242637746323921,0.0
1617242637996259773,0.0
1617242638246442379,0.0
1617242638496361310,0.0
1617242638746394724,0.0
1617242638996353991,0.0
1617242639246282522,0.0
1617242639496257933,0.0
1617242639756558935,0.0
1617242640006486749,0.0
1617242640256476942,0.0
1617242640506728506,0.0
1617242640756653260,0.0
1617242641006473238,0.0
1617242641256498906,0.0
1617242641506473244,0.0
1617242641756503264,0.0
1617242642006435547,0.0
1617242642256362001,-0.209439510239
1617242642506361639,-0.10471975512
1617242642756566954,-0.1308996939
1617242643006621042,-0.218166156499
1617242643256445199,-0.174532925199
1617242643516564952,-0.13526301703
1617242643766505452,0.0261799387799
1617242644016622155,0.0872664625997
1617242644266483370,0.0436332312999
1617242644516563339,0.0829031394697
1617242644766338944,0.410152374219
1617242645016470171,0.00872664625997
1617242645266518764,0.0
1617242645516536382,0.0
1617242645766604385,0.0
1617242646016539824,0.0
1617242646266495940,-0.00872664625997
1617242646516792071,0.0
1617242646766655832,0.0
1617242647016448351,0.0
1617242647266584078,0.0
1617242647516512961,0.0
1617242647776496116,0.0
1617242648026682310,0.0
1617242648276650437,0.0
1617242648526602744,0.0
1617242648776451506,0.0
1617242649026645429,0.0
1617242649276742214,0.0
1617242649526580906,0.0
1617242649776671453,0.0
1617242650026557341,0.0
1617242650276644392,0.0
1617242650526679712,0.0
1617242650776521019,0.0
1617242651026492134,0.0
1617242651276516561,0.0
1617242651536964480,0.0
1617242651786792499,0.0
1617242652036945639,0.0
1617242652286914713,0.0
1617242652536903644,0.0
1617242652786938295,0.0
1617242653036833251,0.0
1617242653286634641,-0.357792496659
1617242653537127757,-0.0261799387799
1617242653786867772,0.218166156499
1617242654036793807,0.711221670188
1617242654286800452,1.82386906833
1617242654537085992,3.08923277603
1617242654786657511,3.46447856521
1617242655046770740,3.56047167407
1617242655296859610,3.76991118431
1617242655546864619,4.07970712654
1617242655796745343,4.59457925588
1617242656046751122,4.7734755042
1617242656296673495,3.41648201078
1617242656546618670,2.53509073852
1617242656796699353,2.46527756844
1617242657046664016,2.38237442897
1617242657296563798,0.680678408278
1617242657546867416,-0.11780972451
1617242657796585928,-0.0436332312999
1617242658046557361,0.170169602069
1617242658296524552,1.28718032335
1617242658557011177,1.79768912955
1617242658806564859,2.33001455141
1617242659056892349,3.19831585428
1617242659306912274,3.1721359155
1617242659556814142,2.37801110584
1617242659806847985,1.59697626557
1617242660056736118,-0.375245789179
1617242660306754701,-0.274889357189
1617242660556801581,-1.21300383014
