rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,hardware_id,mcu_uptime,secs,nsecs,connection_uptime,secs,nsecs,mcu_temperature,stop_engaged,measured_battery,measured_48v,measured_24v,measured_12v,current_battery,current_48v,current_24v,current_12v,current_computer,current_battery_peak,total_power_consumed
1645113668899534434,,0,,1645113668,899352944,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3753,0,,3721,0,25.0,False,51.3070907593,51.2983474731,23.9013786316,12.0235080719,5.53717041016,-1.0,0.28387477994,0.115459375083,1.04828560352,0.0,0.0
1645113669902017872,,0,,1645113669,902316369,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3754,0,,3722,0,25.0,False,51.3071212769,51.2985343933,23.9004611969,12.023358345,5.5451965332,-1.0,0.28598767519,0.115531422198,1.05438327789,0.0,0.0
1645113670906809299,,0,,1645113670,907316369,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3755,0,,3723,0,26.0,False,51.3077545166,51.299747467,23.9007663727,12.0234203339,5.53448486328,-1.0,0.285337924957,0.115666210651,1.03139781952,0.0,0.0
1645113671915593967,,0,,1645113671,914766569,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3756,0,,3724,0,26.0,False,51.3076477051,51.3000564575,23.9010276794,12.0234298706,5.52499389648,-1.0,0.284130126238,0.115530773997,1.03174638748,0.0,0.0
1645113672918388515,,0,,1645113672,917766569,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3757,0,,3725,0,26.0,False,51.3073005676,51.2995986938,23.9006481171,12.0234737396,5.53082275391,-1.0,0.285864800215,0.115385584533,1.03635418415,0.0,0.0
1645113673926335818,,0,,1645113673,925766569,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3758,0,,3726,0,26.0,False,51.3062705994,51.2983970642,23.9008274078,12.0233840942,5.54678344727,-1.0,0.28544190526,0.115668840706,1.03140044212,0.0,0.0
1645113674931377466,,0,,1645113674,930281526,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3759,0,,3727,0,25.0,False,51.3071327209,51.2997436523,23.9009132385,12.0233659744,5.53826904297,-1.0,0.284004986286,0.115370944142,1.05847620964,0.0,0.0
1645113675939160238,,0,,1645113675,938281526,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3760,0,,3728,0,26.0,False,51.3072280884,51.2996139526,23.9004039764,12.0233831406,5.54190063477,-1.0,0.285748362541,0.115647271276,1.03693234921,0.0,0.0
1645113676942316406,,0,,1645113676,941668807,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3761,0,,3729,0,25.0,False,51.3052825928,51.2968292236,23.9005069733,12.0233335495,5.55993652344,-1.0,0.285230457783,0.115485519171,1.05617249012,0.0,0.0
1645113677947247871,,0,,1645113677,946668807,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3762,0,,3730,0,25.0,False,51.3067169189,51.299861908,23.9010696411,12.0233888626,5.53927612305,-1.0,0.283815205097,0.115569517016,1.03554296494,0.0,0.0
1645113678955002761,,0,,1645113678,954668807,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3763,0,,3731,0,25.0,False,51.3071975708,51.3001213074,23.9006767273,12.023475647,5.53842163086,-1.0,0.285022377968,0.11545483768,1.03089022636,0.0,0.0
1645113679957817454,,0,,1645113679,957526962,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3764,0,,3732,0,25.0,False,51.3063201904,51.2992134094,23.900510788,12.0233726501,5.53936767578,-1.0,0.286339879036,0.115303948522,1.05711376667,0.0,0.0
1645113680962782462,,0,,1645113680,962526962,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3765,0,,3733,0,25.0,False,51.3065414429,51.298286438,23.9010562897,12.0234127045,5.54711914062,-1.0,0.283159315586,0.115350462496,1.04244959354,0.0,0.0
1645113681970538309,,0,,1645113681,970733533,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3766,0,,3734,0,25.0,False,51.3062057495,51.2986488342,23.9005050659,12.0235061646,5.55908203125,-1.0,0.285577446222,0.115325443447,1.05493843555,0.0,0.0
1645113682973094358,,0,,1645113682,972733533,'',"""99b9a6fe1727b9fa4c6e224a493fc8e8c0385aa5""",,3767,0,,3735,0,25.0,False,51.306476593,51.2988243103,23.9005737305,12.0234956741,5.5498046875,-1.0,0.286167472601,0.115465857089,1.03599214554,0.0,0.0
