rosbagTimestamp,data
1645113668215877871,0.0
1645113668215926339,0.0
1645113668215958611,0.0
1645113668216052342,0.0
1645113668216112823,0.0
1645113668216157686,0.0
1645113668216291256,0.0
1645113668216351327,0.0
1645113668216472530,0.0
1645113668216551723,0.0
1645113668216663736,0.0
1645113668216767758,0.0
1645113668254514961,0.0
1645113668304532967,0.0
1645113668354514466,0.0
1645113668404394767,0.0
1645113668454131280,0.0
1645113668504146144,0.0
1645113668554472387,0.0
1645113668604232518,0.0
1645113668654488629,0.0
1645113668704212176,0.0
1645113668754248467,0.0
1645113668804259305,0.0
1645113668854261447,0.0
1645113668904272674,0.0
1645113668954373295,0.0
1645113669004265458,0.0
1645113669054315606,0.0
1645113669104080472,0.0
1645113669154443440,0.0
1645113669204254903,0.0
1645113669254387034,0.0
1645113669304266918,0.0
1645113669354446692,0.0
1645113669404421715,0.0
1645113669454293159,0.0
1645113669504490812,0.0
1645113669554334836,0.0
1645113669604737293,0.0
1645113669654486596,0.0
1645113669704549723,0.0
1645113669754345276,0.0
1645113669804382072,0.0
1645113669854212941,0.0
1645113669904352402,0.0
1645113669954226166,0.0
1645113670004565297,0.0
1645113670054263279,0.0
1645113670104182288,0.0
1645113670154475438,0.0
1645113670204188649,0.0
1645113670254560888,0.0
1645113670304086593,0.0
1645113670354458903,0.0
1645113670404401692,0.0
1645113670454580715,0.0
1645113670504655841,0.0
1645113670554533600,0.0
1645113670604807429,0.0
1645113670654477013,0.0
1645113670704476913,0.0
1645113670754554223,0.0
1645113670804179751,0.0
1645113670854202947,0.0
1645113670904701452,0.0
1645113670954214606,0.0
1645113671004123703,0.0
1645113671054391693,0.0
1645113671104265977,0.0
1645113671154233736,0.0
1645113671204619572,0.0
1645113671254607998,0.0
1645113671304013254,0.0
1645113671354264150,0.0
1645113671404534927,0.0
1645113671454626321,0.0
1645113671504110943,0.0
1645113671554109477,0.0
1645113671604277845,0.0
1645113671654227761,0.0
1645113671704415813,0.0
1645113671754504331,0.0
1645113671804443286,0.0
1645113671854143841,0.0
1645113671904195759,0.0
1645113671954391280,0.0
1645113672004362027,0.0
1645113672054321015,0.0
1645113672104601335,0.0
1645113672154415484,0.0
1645113672204025001,0.0
1645113672254308414,0.0
1645113672304060505,0.0
1645113672354705360,0.0
1645113672404470750,0.0
1645113672454184953,0.0
1645113672504410223,0.0
1645113672554437390,0.0
1645113672604003698,0.0
1645113672654298015,0.0
1645113672704322690,0.0
1645113672754184659,0.0
1645113672804405523,0.0
1645113672854530250,0.0
1645113672904137715,0.0
1645113672954035623,0.0
1645113673004311225,0.0
1645113673054167840,0.0
1645113673104448251,0.0
1645113673154384850,0.0
1645113673204099215,0.0
1645113673254015122,0.0
1645113673304477287,0.0
1645113673354344226,0.0
1645113673404258529,0.0
1645113673454196296,0.0
1645113673504453619,0.0
1645113673554742908,0.0
1645113673604497830,0.0
1645113673654470542,0.0
1645113673704230385,0.0
1645113673754386263,0.0
1645113673804490826,0.0
1645113673854513677,0.0
1645113673904402031,0.0
1645113673954438438,0.0
1645113674004478669,0.0
1645113674054150708,0.0
1645113674104420192,0.0
1645113674154351736,0.0
1645113674204287785,0.0
1645113674254450321,0.0
1645113674304114381,0.0
1645113674354456560,0.0
1645113674404477247,0.0
1645113674454365259,0.0
1645113674504392071,0.0
1645113674554285619,0.0
1645113674604480882,0.0
1645113674654199525,0.0
1645113674704151937,0.0
1645113674754488924,0.0
1645113674804352317,0.0
1645113674854234893,0.0
1645113674904446872,0.0
1645113674954351115,0.0
1645113675004483571,0.0
1645113675054350913,0.0
1645113675104604529,0.0
1645113675154257048,0.0
1645113675204606753,0.0
1645113675254432428,0.0
1645113675304267582,0.0
1645113675354209646,0.0
1645113675404176178,0.0
1645113675454103579,0.0
1645113675504419761,0.0
1645113675554471197,0.0
1645113675604203882,0.0
1645113675654285062,0.0
1645113675704276862,0.0
1645113675754120789,0.0
1645113675804496348,0.0
1645113675854359815,0.0
1645113675904336233,0.0
1645113675954098477,0.0
1645113676004237911,0.0
1645113676054218938,0.0
1645113676104334288,0.0
1645113676154142523,0.0
1645113676204380793,0.0
1645113676254086564,0.0
1645113676304330317,0.0
1645113676354123370,0.0
1645113676404048527,0.0
1645113676454563538,0.0
1645113676504405150,0.0
1645113676554036449,0.0
1645113676604219523,0.0
1645113676654095775,0.0
1645113676704636216,0.0
1645113676754589003,0.0
1645113676804366087,0.0
1645113676854369509,0.0
1645113676904478464,0.0
1645113676954568903,0.0
1645113677004327236,0.0
1645113677054713303,0.0
1645113677104186068,0.0
1645113677154353125,0.0
1645113677204053927,0.0
1645113677254289577,0.0
1645113677304213898,0.0
1645113677354441376,0.0
1645113677404547136,0.0
1645113677454106595,0.0
1645113677504122929,0.0
1645113677554352073,0.0
1645113677604295963,0.0
1645113677654328976,0.0
1645113677704031802,0.0
1645113677754503265,0.0
1645113677804265176,0.0
1645113677854549814,0.0
1645113677904513180,0.0
1645113677954591822,0.0
1645113678004503805,0.0
1645113678054388867,0.0
1645113678104367566,0.0
1645113678154630144,0.0
1645113678204479704,0.0
1645113678254292727,0.0
1645113678304621892,0.0
1645113678354542407,0.0
1645113678404368765,0.0
1645113678454620605,0.0
1645113678504077624,0.0
1645113678554341467,0.0
1645113678604379508,0.0
1645113678654191006,0.0
1645113678704261089,0.0
1645113678754628794,0.0
1645113678804378185,0.0
1645113678854393680,0.0
1645113678904547163,0.0
1645113678954523057,0.0
1645113679004373434,0.0
1645113679054425995,0.0
1645113679104373431,0.0
1645113679154588130,0.0
1645113679204602370,0.0
1645113679254458784,0.0
1645113679304551333,0.0
1645113679354065282,0.0
1645113679404121292,0.0
1645113679454514546,0.0
1645113679504215901,0.0
1645113679554182783,0.0
1645113679604050399,0.0
1645113679654053068,0.0
1645113679704160223,0.0
1645113679754123588,0.0
1645113679804493581,0.0
1645113679854145568,0.0
1645113679904202208,0.0
1645113679954303251,0.0
1645113680004480014,0.0
1645113680054487065,0.0
1645113680104232774,0.0
1645113680154395571,0.0
1645113680204587424,0.0
1645113680254389567,0.0
1645113680304068574,0.0
1645113680354308925,0.0
1645113680404708851,0.0
1645113680454569922,0.0
1645113680504641724,0.0
