rosbagTimestamp,transforms,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w,-,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,transform,translation,x,y,z,rotation,x,y,z,w
1645113668216014284,,,0,,1645109948,325886135,"""base_link""","""chassis_link""",,,0.0,0.0,0.025,,0.0,0.0,0.0,1.0,,0,,1645109948,325896106,"""rslidar32""","""camera_front""",,,0.08359,0.0,-0.20876,,0.560986449144,-0.560986449141,0.430458132549,-0.430458132552,,0,,1645109948,325897117,"""chassis_link""","""diff_link""",,,-0.5826,0.0,0.24979,,0.0,0.0,0.0,1.0,,0,,1645109948,325897617,"""chassis_link""","""imu_link""",,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0,,1645109948,325898003,"""base_link""","""mti10""",,,0.43102,-0.1185,0.721,,0.0,0.0,0.0,1.0,,0,,1645109948,325903002,"""base_link""","""reachrs_back""",,,-0.3,0.0,0.6079,,0.0,0.0,0.0,1.0,,0,,1645109948,325903202,"""base_link""","""reachrs_front""",,,0.4775,0.23,0.6079,,0.0,0.0,0.0,1.0,,0,,1645109948,325903523,"""base_link""","""rslidar16_left""",,,-0.48272,0.24473,0.74131,,-0.239117618394,-0.0990457605412,0.369643810614,0.892399100833,,0,,1645109948,325903684,"""base_link""","""rslidar16_right""",,,-0.48272,-0.24473,0.74131,,0.239117618394,-0.0990457605412,-0.369643810614,0.892399100833,,0,,1645109948,325904439,"""mti10""","""rslidar32""",,,0.02632,0.1029,0.04536,,0.0,0.0,0.0,1.0,,0,,1645109948,325904735,"""chassis_link""","""top_chassis_link""",,,0.0,0.0,0.27218,,0.0,0.0,0.0,1.0
