rosbagTimestamp,server_id,seq_num,type,markers,poses,erases
1645113668216160258,"""/twist_marker_server""",1,0,[],[],[]
1645113668305489991,"""/twist_marker_server""",1,0,[],[],[]
1645113668804853875,"""/twist_marker_server""",1,0,[],[],[]
1645113669305100772,"""/twist_marker_server""",1,0,[],[],[]
1645113669805400000,"""/twist_marker_server""",1,0,[],[],[]
1645113670304720086,"""/twist_marker_server""",1,0,[],[],[]
1645113670805173789,"""/twist_marker_server""",1,0,[],[],[]
1645113671305393336,"""/twist_marker_server""",1,0,[],[],[]
1645113671804696500,"""/twist_marker_server""",1,0,[],[],[]
1645113672304946958,"""/twist_marker_server""",1,0,[],[],[]
1645113672805292884,"""/twist_marker_server""",1,0,[],[],[]
1645113673304541797,"""/twist_marker_server""",1,0,[],[],[]
1645113673804889926,"""/twist_marker_server""",1,0,[],[],[]
1645113674305193139,"""/twist_marker_server""",1,0,[],[],[]
1645113674804475304,"""/twist_marker_server""",1,0,[],[],[]
1645113675304696714,"""/twist_marker_server""",1,0,[],[],[]
1645113675804994262,"""/twist_marker_server""",1,0,[],[],[]
1645113676305462891,"""/twist_marker_server""",1,0,[],[],[]
1645113676804817466,"""/twist_marker_server""",1,0,[],[],[]
1645113677305101828,"""/twist_marker_server""",1,0,[],[],[]
1645113677805431788,"""/twist_marker_server""",1,0,[],[],[]
1645113678304864322,"""/twist_marker_server""",1,0,[],[],[]
1645113678805124576,"""/twist_marker_server""",1,0,[],[],[]
1645113679305458421,"""/twist_marker_server""",1,0,[],[],[]
1645113679804760627,"""/twist_marker_server""",1,0,[],[],[]
1645113680305088937,"""/twist_marker_server""",1,0,[],[],[]
1645113680805394832,"""/twist_marker_server""",1,0,[],[],[]
1645113681304751257,"""/twist_marker_server""",1,0,[],[],[]
1645113681805164651,"""/twist_marker_server""",1,0,[],[],[]
1645113682304415517,"""/twist_marker_server""",1,0,[],[],[]
1645113682804626640,"""/twist_marker_server""",1,0,[],[],[]
1645113683304950136,"""/twist_marker_server""",1,0,[],[],[]
1645113683805201210,"""/twist_marker_server""",1,0,[],[],[]
1645113684304416498,"""/twist_marker_server""",1,0,[],[],[]
1645113684804825756,"""/twist_marker_server""",1,0,[],[],[]
1645113685305331584,"""/twist_marker_server""",1,0,[],[],[]
1645113685804554708,"""/twist_marker_server""",1,0,[],[],[]
1645113686304769765,"""/twist_marker_server""",1,0,[],[],[]
1645113686805106587,"""/twist_marker_server""",1,0,[],[],[]
1645113687305448485,"""/twist_marker_server""",1,0,[],[],[]
1645113687804770311,"""/twist_marker_server""",1,0,[],[],[]
1645113688305036750,"""/twist_marker_server""",1,0,[],[],[]
1645113688805387904,"""/twist_marker_server""",1,0,[],[],[]
1645113689304639798,"""/twist_marker_server""",1,0,[],[],[]
1645113689804926626,"""/twist_marker_server""",1,0,[],[],[]
1645113690305165812,"""/twist_marker_server""",1,0,[],[],[]
1645113690805406321,"""/twist_marker_server""",1,0,[],[],[]
1645113691304812519,"""/twist_marker_server""",1,0,[],[],[]
1645113691805127126,"""/twist_marker_server""",1,0,[],[],[]
1645113692305428472,"""/twist_marker_server""",1,0,[],[],[]
1645113692804681559,"""/twist_marker_server""",1,0,[],[],[]
1645113693305016375,"""/twist_marker_server""",1,0,[],[],[]
1645113693805388359,"""/twist_marker_server""",1,0,[],[],[]
1645113694304764736,"""/twist_marker_server""",1,0,[],[],[]
1645113694805003967,"""/twist_marker_server""",1,0,[],[],[]
1645113695305246995,"""/twist_marker_server""",1,0,[],[],[]
1645113695804507052,"""/twist_marker_server""",1,0,[],[],[]
1645113696304673513,"""/twist_marker_server""",1,0,[],[],[]
1645113696805088331,"""/twist_marker_server""",1,0,[],[],[]
1645113697305445180,"""/twist_marker_server""",1,0,[],[],[]
1645113697804710052,"""/twist_marker_server""",1,0,[],[],[]
1645113698304978089,"""/twist_marker_server""",1,0,[],[],[]
1645113698805198042,"""/twist_marker_server""",1,0,[],[],[]
1645113699304414996,"""/twist_marker_server""",1,0,[],[],[]
1645113699804660329,"""/twist_marker_server""",1,0,[],[],[]
1645113700304981248,"""/twist_marker_server""",1,0,[],[],[]
1645113700805184662,"""/twist_marker_server""",1,0,[],[],[]
1645113701304404854,"""/twist_marker_server""",1,0,[],[],[]
1645113701804698517,"""/twist_marker_server""",1,0,[],[],[]
1645113702304989199,"""/twist_marker_server""",1,0,[],[],[]
1645113702805234539,"""/twist_marker_server""",1,0,[],[],[]
1645113703304636406,"""/twist_marker_server""",1,0,[],[],[]
1645113703804840218,"""/twist_marker_server""",1,0,[],[],[]
1645113704305152293,"""/twist_marker_server""",1,0,[],[],[]
1645113704805457789,"""/twist_marker_server""",1,0,[],[],[]
1645113705304826863,"""/twist_marker_server""",1,0,[],[],[]
1645113705805009928,"""/twist_marker_server""",1,0,[],[],[]
1645113706305389291,"""/twist_marker_server""",1,0,[],[],[]
1645113706804686208,"""/twist_marker_server""",1,0,[],[],[]
1645113707304996548,"""/twist_marker_server""",1,0,[],[],[]
1645113707805350367,"""/twist_marker_server""",1,0,[],[],[]
1645113708304727595,"""/twist_marker_server""",1,0,[],[],[]
1645113708804958284,"""/twist_marker_server""",1,0,[],[],[]
1645113709305374835,"""/twist_marker_server""",1,0,[],[],[]
1645113709804658336,"""/twist_marker_server""",1,0,[],[],[]
1645113710304978513,"""/twist_marker_server""",1,0,[],[],[]
1645113710805218821,"""/twist_marker_server""",1,0,[],[],[]
1645113711305450548,"""/twist_marker_server""",1,0,[],[],[]
1645113711804790883,"""/twist_marker_server""",1,0,[],[],[]
1645113712305103492,"""/twist_marker_server""",1,0,[],[],[]
1645113712804405309,"""/twist_marker_server""",1,0,[],[],[]
1645113713304780792,"""/twist_marker_server""",1,0,[],[],[]
1645113713805121252,"""/twist_marker_server""",1,0,[],[],[]
1645113714305480201,"""/twist_marker_server""",1,0,[],[],[]
1645113714804820900,"""/twist_marker_server""",1,0,[],[],[]
1645113715305022708,"""/twist_marker_server""",1,0,[],[],[]
1645113715805387903,"""/twist_marker_server""",1,0,[],[],[]
1645113716304767904,"""/twist_marker_server""",1,0,[],[],[]
1645113716805267440,"""/twist_marker_server""",1,0,[],[],[]
1645113717304425067,"""/twist_marker_server""",1,0,[],[],[]
1645113717804780760,"""/twist_marker_server""",1,0,[],[],[]
1645113718305103232,"""/twist_marker_server""",1,0,[],[],[]
1645113718805453751,"""/twist_marker_server""",1,0,[],[],[]
1645113719304800399,"""/twist_marker_server""",1,0,[],[],[]
1645113719805165483,"""/twist_marker_server""",1,0,[],[],[]
1645113720304445084,"""/twist_marker_server""",1,0,[],[],[]
1645113720804757901,"""/twist_marker_server""",1,0,[],[],[]
1645113721305044748,"""/twist_marker_server""",1,0,[],[],[]
1645113721805449285,"""/twist_marker_server""",1,0,[],[],[]
1645113722304706761,"""/twist_marker_server""",1,0,[],[],[]
1645113722805035251,"""/twist_marker_server""",1,0,[],[],[]
1645113723305389737,"""/twist_marker_server""",1,0,[],[],[]
1645113723804689807,"""/twist_marker_server""",1,0,[],[],[]
1645113724304958155,"""/twist_marker_server""",1,0,[],[],[]
1645113724805271663,"""/twist_marker_server""",1,0,[],[],[]
1645113725304521099,"""/twist_marker_server""",1,0,[],[],[]
1645113725804736212,"""/twist_marker_server""",1,0,[],[],[]
1645113726305034062,"""/twist_marker_server""",1,0,[],[],[]
1645113726805412505,"""/twist_marker_server""",1,0,[],[],[]
1645113727304678003,"""/twist_marker_server""",1,0,[],[],[]
1645113727804955716,"""/twist_marker_server""",1,0,[],[],[]
1645113728305195203,"""/twist_marker_server""",1,0,[],[],[]
1645113728804433075,"""/twist_marker_server""",1,0,[],[],[]
1645113729304626871,"""/twist_marker_server""",1,0,[],[],[]
1645113729804928085,"""/twist_marker_server""",1,0,[],[],[]
1645113730305269312,"""/twist_marker_server""",1,0,[],[],[]
1645113730804406940,"""/twist_marker_server""",1,0,[],[],[]
1645113731304772098,"""/twist_marker_server""",1,0,[],[],[]
1645113731805086873,"""/twist_marker_server""",1,0,[],[],[]
1645113732305496837,"""/twist_marker_server""",1,0,[],[],[]
1645113732804873579,"""/twist_marker_server""",1,0,[],[],[]
1645113733305182473,"""/twist_marker_server""",1,0,[],[],[]
1645113733804451529,"""/twist_marker_server""",1,0,[],[],[]
1645113734304707188,"""/twist_marker_server""",1,0,[],[],[]
1645113734805018172,"""/twist_marker_server""",1,0,[],[],[]
1645113735305376040,"""/twist_marker_server""",1,0,[],[],[]
1645113735804600299,"""/twist_marker_server""",1,0,[],[],[]
1645113736304861058,"""/twist_marker_server""",1,0,[],[],[]
1645113736805227931,"""/twist_marker_server""",1,0,[],[],[]
1645113737304435538,"""/twist_marker_server""",1,0,[],[],[]
1645113737804760374,"""/twist_marker_server""",1,0,[],[],[]
1645113738305132414,"""/twist_marker_server""",1,0,[],[],[]
1645113738805477189,"""/twist_marker_server""",1,0,[],[],[]
1645113739304708419,"""/twist_marker_server""",1,0,[],[],[]
1645113739805055646,"""/twist_marker_server""",1,0,[],[],[]
1645113740305346274,"""/twist_marker_server""",1,0,[],[],[]
1645113740804562255,"""/twist_marker_server""",1,0,[],[],[]
1645113741304948631,"""/twist_marker_server""",1,0,[],[],[]
1645113741805296976,"""/twist_marker_server""",1,0,[],[],[]
1645113742304691181,"""/twist_marker_server""",1,0,[],[],[]
1645113742804944185,"""/twist_marker_server""",1,0,[],[],[]
1645113743305220464,"""/twist_marker_server""",1,0,[],[],[]
1645113743804642043,"""/twist_marker_server""",1,0,[],[],[]
1645113744304881137,"""/twist_marker_server""",1,0,[],[],[]
1645113744805154891,"""/twist_marker_server""",1,0,[],[],[]
1645113745305410640,"""/twist_marker_server""",1,0,[],[],[]
1645113745804731389,"""/twist_marker_server""",1,0,[],[],[]
1645113746305057652,"""/twist_marker_server""",1,0,[],[],[]
1645113746805398141,"""/twist_marker_server""",1,0,[],[],[]
1645113747304656675,"""/twist_marker_server""",1,0,[],[],[]
1645113747804955570,"""/twist_marker_server""",1,0,[],[],[]
1645113748305235344,"""/twist_marker_server""",1,0,[],[],[]
1645113748804583340,"""/twist_marker_server""",1,0,[],[],[]
1645113749304945965,"""/twist_marker_server""",1,0,[],[],[]
1645113749805203442,"""/twist_marker_server""",1,0,[],[],[]
1645113750304482357,"""/twist_marker_server""",1,0,[],[],[]
1645113750804781713,"""/twist_marker_server""",1,0,[],[],[]
1645113751305007085,"""/twist_marker_server""",1,0,[],[],[]
1645113751805250359,"""/twist_marker_server""",1,0,[],[],[]
1645113752304457401,"""/twist_marker_server""",1,0,[],[],[]
1645113752804749854,"""/twist_marker_server""",1,0,[],[],[]
1645113753305088797,"""/twist_marker_server""",1,0,[],[],[]
1645113753805375729,"""/twist_marker_server""",1,0,[],[],[]
1645113754304609526,"""/twist_marker_server""",1,0,[],[],[]
1645113754805015323,"""/twist_marker_server""",1,0,[],[],[]
1645113755305382410,"""/twist_marker_server""",1,0,[],[],[]
1645113755804859181,"""/twist_marker_server""",1,0,[],[],[]
1645113756304980662,"""/twist_marker_server""",1,0,[],[],[]
1645113756805406680,"""/twist_marker_server""",1,0,[],[],[]
1645113757304724975,"""/twist_marker_server""",1,0,[],[],[]
1645113757805020143,"""/twist_marker_server""",1,0,[],[],[]
1645113758305297192,"""/twist_marker_server""",1,0,[],[],[]
1645113758804601737,"""/twist_marker_server""",1,0,[],[],[]
1645113759305066791,"""/twist_marker_server""",1,0,[],[],[]
1645113759805453870,"""/twist_marker_server""",1,0,[],[],[]
1645113760304719279,"""/twist_marker_server""",1,0,[],[],[]
1645113760805144023,"""/twist_marker_server""",1,0,[],[],[]
1645113761304352453,"""/twist_marker_server""",1,0,[],[],[]
1645113761804615725,"""/twist_marker_server""",1,0,[],[],[]
1645113762304878285,"""/twist_marker_server""",1,0,[],[],[]
1645113762805169638,"""/twist_marker_server""",1,0,[],[],[]
1645113763304455119,"""/twist_marker_server""",1,0,[],[],[]
1645113763804864862,"""/twist_marker_server""",1,0,[],[],[]
1645113764305085558,"""/twist_marker_server""",1,0,[],[],[]
1645113764805479584,"""/twist_marker_server""",1,0,[],[],[]
1645113765304771599,"""/twist_marker_server""",1,0,[],[],[]
1645113765805081363,"""/twist_marker_server""",1,0,[],[],[]
1645113766305420522,"""/twist_marker_server""",1,0,[],[],[]
1645113766804653125,"""/twist_marker_server""",1,0,[],[],[]
1645113767304991414,"""/twist_marker_server""",1,0,[],[],[]
1645113767805259103,"""/twist_marker_server""",1,0,[],[],[]
1645113768304483223,"""/twist_marker_server""",1,0,[],[],[]
1645113768804778597,"""/twist_marker_server""",1,0,[],[],[]
1645113769305086345,"""/twist_marker_server""",1,0,[],[],[]
1645113769805395563,"""/twist_marker_server""",1,0,[],[],[]
1645113770304724273,"""/twist_marker_server""",1,0,[],[],[]
1645113770805059701,"""/twist_marker_server""",1,0,[],[],[]
1645113771305446891,"""/twist_marker_server""",1,0,[],[],[]
1645113771804754487,"""/twist_marker_server""",1,0,[],[],[]
1645113772305012959,"""/twist_marker_server""",1,0,[],[],[]
1645113772805231825,"""/twist_marker_server""",1,0,[],[],[]
1645113773304648143,"""/twist_marker_server""",1,0,[],[],[]
1645113773804830574,"""/twist_marker_server""",1,0,[],[],[]
1645113774305116925,"""/twist_marker_server""",1,0,[],[],[]
1645113774805481434,"""/twist_marker_server""",1,0,[],[],[]
1645113775304799130,"""/twist_marker_server""",1,0,[],[],[]
1645113775805040363,"""/twist_marker_server""",1,0,[],[],[]
1645113776305304224,"""/twist_marker_server""",1,0,[],[],[]
1645113776804671196,"""/twist_marker_server""",1,0,[],[],[]
1645113777305075271,"""/twist_marker_server""",1,0,[],[],[]
1645113777805340436,"""/twist_marker_server""",1,0,[],[],[]
1645113778304702972,"""/twist_marker_server""",1,0,[],[],[]
1645113778804954872,"""/twist_marker_server""",1,0,[],[],[]
1645113779305403549,"""/twist_marker_server""",1,0,[],[],[]
1645113779804696056,"""/twist_marker_server""",1,0,[],[],[]
1645113780304932699,"""/twist_marker_server""",1,0,[],[],[]
1645113780805234347,"""/twist_marker_server""",1,0,[],[],[]
1645113781305512099,"""/twist_marker_server""",1,0,[],[],[]
1645113781804831147,"""/twist_marker_server""",1,0,[],[],[]
1645113782305119662,"""/twist_marker_server""",1,0,[],[],[]
1645113782805448136,"""/twist_marker_server""",1,0,[],[],[]
