rosbagTimestamp,data
1645113668215913964,0.0
1645113668216227744,0.0
1645113668216739235,0.0
1645113668440440773,0.0
1645113668690551866,0.0
1645113668940490468,0.0
1645113669190625284,0.0
1645113669440761081,0.0
1645113669690684033,0.0
1645113669950653170,0.0
1645113670200943049,0.0
1645113670450853979,0.0
1645113670700641484,0.0
1645113670950690985,0.0
1645113671200689057,0.0
1645113671450449585,0.0
1645113671700593167,0.0
1645113671950606807,0.00436332312999
1645113672200782443,0.0
1645113672450640992,0.0
1645113672700644921,0.0
1645113672950506700,0.0
1645113673200786965,0.0
1645113673450675118,0.0
1645113673700728432,0.0
1645113673960503546,0.0
1645113674210959448,0.0
1645113674460652538,0.0
1645113674710887619,0.0
1645113674960647780,0.0
1645113675210953478,0.0
1645113675460573039,0.0
1645113675710963418,0.0
1645113675960691126,0.0
1645113676210857555,0.0
1645113676460848233,0.0
1645113676710913283,0.0
1645113676960528539,0.0
1645113677211102063,0.0
1645113677460587868,0.0
1645113677710639317,0.0
1645113677970735806,0.0
1645113678220895383,0.0
1645113678470622850,0.0
1645113678720789278,0.0
1645113678970792579,0.0
1645113679220695658,0.0
1645113679470797857,0.0
1645113679720731820,0.0
1645113679970833377,0.0
1645113680220951623,0.0
1645113680470811301,0.0
1645113680720749139,0.0
1645113680970827545,0.0
1645113681220844105,0.0
1645113681470767936,0.0
1645113681730956261,0.0
1645113681981094951,0.0
1645113682230989454,0.0
1645113682480897093,0.0
1645113682730875214,0.0
1645113682980864786,0.0
1645113683230737810,0.0
1645113683480838100,0.0
1645113683730814786,0.0
1645113683980699060,0.0
1645113684230942597,0.0
1645113684480862839,0.0
1645113684730806873,0.0
1645113684981010076,0.0
1645113685231239456,0.0
1645113685480945617,0.0
1645113685731014853,0.0
1645113685991267808,0.0
1645113686241119202,0.0
1645113686490983375,0.0
1645113686741031023,0.0
1645113686990843218,0.0
1645113687241105754,0.0
1645113687490890358,0.0
1645113687740926333,0.0
1645113687991007186,0.0
1645113688241156515,0.0
1645113688491001547,0.0
1645113688740995301,0.0
1645113688991245450,0.0
1645113689241063129,0.0
1645113689490832905,0.0
1645113689741048723,0.0
1645113690000932489,0.0
1645113690250941117,0.0
1645113690501052238,0.0
1645113690751143291,0.0
1645113691000842643,0.0
1645113691251160253,0.0
1645113691501120081,0.0
1645113691750980365,0.0
1645113692001041523,0.0
1645113692251366632,0.0
1645113692500963949,0.0
1645113692750880170,0.0
1645113693001072890,0.0
1645113693251102010,0.0
1645113693500888626,0.0
1645113693750886248,0.0
1645113694011258737,0.0
1645113694261256128,0.0
1645113694511421724,0.0
1645113694760937226,0.0
1645113695011351966,0.0
1645113695261101859,0.0
1645113695511357588,0.0
1645113695761013762,0.0
1645113696011348560,0.0
1645113696261140567,0.0
1645113696511147001,0.0
1645113696771168899,0.0
1645113697021135739,0.0
1645113697271139677,0.0
1645113697521226710,0.0
1645113697771243765,0.0
1645113698021217710,0.0
1645113698271195239,0.0
1645113698521116083,0.0
1645113698771167320,0.0
1645113699021222204,0.0
1645113699271328020,0.0
1645113699521053013,0.0
1645113699771234134,0.0
1645113700021144966,0.0
1645113700271416306,0.0
1645113700531306595,0.0
1645113700781392149,0.0
1645113701031349035,0.0
1645113701281326927,0.0
1645113701531573211,3.13722933046
1645113701781366224,4.50731279328
1645113702031266887,4.79529211985
1645113702281439717,4.56403599397
1645113702531121057,3.92699081699
1645113702781158104,2.81434341884
1645113703031332633,1.6013395887
1645113703281419891,1.82386906833
1645113703531299813,2.517637446
1645113703781360610,2.87542994266
1645113704031292875,3.10668606855
1645113704281183962,3.86154097004
1645113704531429662,4.77783882733
1645113704791251093,4.80401876611
1645113705041254092,4.79965544298
1645113705291280482,4.57712596336
1645113705541380564,4.46367956198
1645113705791219918,4.67748239534
1645113706041298468,5.0789081233
1645113706291463508,5.25780437163
1645113706541335636,5.36252412675
1645113706791513367,5.36252412675
1645113707041350276,5.41924732744
1645113707291342762,5.3407075111
1645113707541408766,5.58505360638
1645113707791373940,5.73776991593
1645113708041315981,6.1261056745
1645113708301238212,5.96029939556
1645113708551356052,5.8206730554
1645113708801308351,6.02574924251
1645113709051208761,6.05192918129
1645113709301493606,6.01265927312
