rosbagTimestamp,bools,-,name,value,ints,strs,doubles,-,name,value,-,name,value,-,name,value,-,name,value,groups,-,name,state,id,parent
1645113668216718796,,"""enable_odom_tf""",False,[],[],,"""left_wheel_radius_multiplier""",1.0,"""right_wheel_radius_multiplier""",1.0,"""wheel_separation_multiplier""",1.0,"""publish_rate""",50.0,,"""Default""",True,0,0
