rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,theodolite_time,secs,nsecs,theodolite_id,status,azimuth,elevation,distance
1645113671214438231,,398,,1645113670,473985028,"""theodolite_n_3""",,1616542525,989596893,3,0,5.10582660339,1.50198775779,6.61810738506
1645113671333761037,,399,,1645113670,606088689,"""theodolite_n_1""",,1617284511,820697232,1,0,5.00603210634,1.45974458491,6.80066894899
1645113671459778319,,400,,1645113670,755595850,"""theodolite_n_2""",,1616541858,715564648,2,0,4.55734392165,1.4996762253,5.50387233331
1645113671580030444,,401,,1645113670,874039611,"""theodolite_n_3""",,1616542526,389651476,3,0,5.10582756158,1.50198776714,6.61783738508
1645113671704244885,,402,,1645113671,6070615,"""theodolite_n_1""",,1617284512,220679158,1,0,5.00603251474,1.45974447361,6.8001089486
1645113671829260614,,403,,1645113671,155554964,"""theodolite_n_2""",,1616541859,115523762,2,0,4.55734395306,1.49967540138,5.50407233148
1645113671952763650,,404,,1645113671,274036590,"""theodolite_n_3""",,1616542526,789648455,3,0,5.10582691755,1.50198707205,6.61801738359
1645113672074291796,,405,,1645113671,406072594,"""theodolite_n_1""",,1617284512,620681137,1,0,5.00603251474,1.45974465336,6.80055894922
1645113672200182033,,406,,1645113671,555557308,"""theodolite_n_2""",,1616541859,515526106,2,0,4.55734324621,1.49967286839,5.50404232585
1645113672322262704,,407,,1645113671,675342163,"""theodolite_n_3""",,1616542527,190954028,3,0,5.10582627353,1.50198766351,6.61811738486
1645113672445675505,,408,,1645113671,806061761,"""theodolite_n_1""",,1617284513,20670304,1,0,5.00603300169,1.45974491202,6.80010895012
1645113672569105459,,409,,1645113671,955544756,"""theodolite_n_2""",,1616541859,915513554,2,0,4.55734368603,1.49967194946,5.50396232381
1645113672813553989,,410,,1645113672,205925094,"""theodolite_n_1""",,1617284513,420533637,1,0,5.00603344151,1.45974584121,6.80059895333
1645113672943797508,,411,,1645113672,355430433,"""theodolite_n_2""",,1616541860,315399231,2,0,4.55734357607,1.49966983433,5.50432231911
1645113673060463163,,412,,1645113672,474191017,"""theodolite_n_3""",,1616542527,989802882,3,0,5.10582448282,1.50198888848,6.61800738749
1645113673186049743,,413,,1645113672,605805511,"""theodolite_n_1""",,1617284513,820414054,1,0,5.006034007,1.45974924766,6.80072896511
1645113673308405528,,414,,1645113672,755588297,"""theodolite_n_2""",,1616541860,715557095,2,0,4.5573436232,1.49966996416,5.5042323194
1645113673431382233,,415,,1645113672,874181641,"""theodolite_n_3""",,1616542528,389793506,3,0,5.10582621069,1.50198909512,6.61791738794
1645113673557562030,,416,,1645113673,5793948,"""theodolite_n_1""",,1617284514,220402491,1,0,5.00603468244,1.45975283842,6.80151897752
1645113673679903345,,417,,1645113673,155601891,"""theodolite_n_2""",,1616541861,115570689,2,0,4.55734429864,1.49967002881,5.50419231954
1645113673802570840,,418,,1645113673,275662995,"""theodolite_n_3""",,1616542528,791274860,3,0,5.105827216,1.5019889644,6.61852738766
1645113673926832166,,419,,1645113673,405805302,"""theodolite_n_1""",,1617284514,620413845,1,0,5.00603633178,1.45975743042,6.8020289934
1645113674050686830,,420,,1645113673,555561109,"""theodolite_n_2""",,1616541861,515529907,2,0,4.55734434576,1.49966993805,5.50413231934
1645113674177022997,,421,,1645113673,675869454,"""theodolite_n_3""",,1616542529,191481319,3,0,5.10582778149,1.50198982304,6.6185973895
1645113674297128482,,422,,1645113673,805845823,"""theodolite_n_1""",,1617284515,20454366,1,0,5.006035782,1.45975815033,6.80173899589
1645113674423318244,,423,,1645113673,955589442,"""theodolite_n_2""",,1616541861,915558240,2,0,4.55734447143,1.49966980595,5.50366231905
1645113674544988169,,424,,1645113674,74637266,"""theodolite_n_3""",,1616542529,590249131,3,0,5.10582699609,1.50198980462,6.61867738946
1645113674667362601,,425,,1645113674,205831604,"""theodolite_n_1""",,1617284515,420440147,1,0,5.00603663023,1.45975831398,6.80130899645
1645113674791259763,,426,,1645113674,355712828,"""theodolite_n_2""",,1616541862,315681626,2,0,4.55734378028,1.49966987579,5.5035223192
1645113674914557700,,427,,1645113674,475954297,"""theodolite_n_3""",,1616542529,991566162,3,0,5.10582632065,1.50198938884,6.61847738857
1645113675039322537,,428,,1645113674,605802020,"""theodolite_n_1""",,1617284515,820410563,1,0,5.00603628465,1.45975859614,6.80159899743
1645113675165520389,,429,,1645113674,755720796,"""theodolite_n_2""",,1616541862,715689594,2,0,4.55734414156,1.49966969634,5.5033623188
1645113675293807094,,430,,1645113674,874650807,"""theodolite_n_3""",,1616542530,390262672,3,0,5.10582589653,1.50198939161,6.61839738857
1645113675412753044,,431,,1645113675,5816708,"""theodolite_n_1""",,1617284516,220425251,1,0,5.00603476098,1.45976638563,6.80174902436
1645113675531598975,,432,,1645113674,755720796,"""theodolite_n_2""",,1616541862,715689594,2,0,4.55734414156,1.49966969634,5.5033623188
1645113675656463164,,433,,1645113675,275964141,"""theodolite_n_3""",,1616542530,791576006,3,0,5.10582636777,1.50199265039,6.61787739558
1645113675778166538,,434,,1645113675,5816708,"""theodolite_n_1""",,1617284516,220425251,1,0,5.00603476098,1.45976638563,6.80174902436
1645113675902208825,,435,,1645113675,155737411,"""theodolite_n_2""",,1616541863,115706209,2,0,4.55734396877,1.49966971529,5.50390231885
1645113676026434367,,436,,1645113675,275964141,"""theodolite_n_3""",,1616542530,791576006,3,0,5.10582636777,1.50199265039,6.61787739558
1645113676149648368,,437,,1645113675,405828895,"""theodolite_n_1""",,1617284516,620437438,1,0,5.00603143089,1.45977340672,6.80132904863
1645113676273318316,,438,,1645113675,556067931,"""theodolite_n_2""",,1616541863,516036729,2,0,4.55734439289,1.49967087035,5.50365232141
1645113676397223917,,439,,1645113675,674668724,"""theodolite_n_3""",,1616542531,190280589,3,0,5.10582540959,1.50199243931,6.61854739513
1645113676528787974,,440,,1645113675,805808843,"""theodolite_n_1""",,1617284517,20417386,1,0,5.00602960877,1.45977589065,6.80113905722
1645113676647081844,,441,,1645113675,956039598,"""theodolite_n_2""",,1616541863,916008396,2,0,4.55734433005,1.49967259766,5.50383232525
1645113676773764021,,442,,1645113676,75948046,"""theodolite_n_3""",,1616542531,591559911,3,0,5.10582660339,1.50199119453,6.61877739245
1645113677012024040,,443,,1645113676,356091056,"""theodolite_n_2""",,1616541864,316059854,2,0,4.55734444001,1.49967291565,5.50343232596
1645113677136287129,,444,,1645113676,474677057,"""theodolite_n_3""",,1616542531,990288922,3,0,5.10582636777,1.50199062329,6.61899739122
1645113677256941495,,445,,1645113676,605667593,"""theodolite_n_1""",,1617284517,820276136,1,0,5.00602850921,1.45977527122,6.80100905507
1645113677389127935,,446,,1645113676,756101993,"""theodolite_n_2""",,1616541864,716070791,2,0,4.55734415727,1.49967286425,5.50412232584
1645113677507554802,,447,,1645113676,875977057,"""theodolite_n_3""",,1616542532,391588922,3,0,5.10582567662,1.50199059884,6.61834739117
1645113677630990895,,448,,1645113677,5674155,"""theodolite_n_1""",,1617284518,220282698,1,0,5.0060290747,1.45977331701,6.80124904832
1645113677755979351,,449,,1645113677,156090014,"""theodolite_n_2""",,1616541865,116058812,2,0,4.55734423581,1.49967170163,5.50361232326
1645113677886909482,,450,,1645113677,274789973,"""theodolite_n_3""",,1616542532,790401838,3,0,5.10582531534,1.50199046591,6.61811739088
1645113678000051075,,451,,1645113677,405688634,"""theodolite_n_1""",,1617284518,620297177,1,0,5.00602893333,1.45977247976,6.80138904543
1645113678122483708,,452,,1645113677,556086733,"""theodolite_n_2""",,1616541865,516055531,2,0,4.55734433005,1.49967064966,5.50338232092
1645113678245566989,,453,,1645113677,674786900,"""theodolite_n_3""",,1616542533,190398765,3,0,5.10582369742,1.50198951346,6.61894738884
1645113678370507889,,454,,1645113677,805683321,"""theodolite_n_1""",,1617284519,20291864,1,0,5.00602857204,1.45976793084,6.8012490297
1645113678493449730,,455,,1645113677,956052253,"""theodolite_n_2""",,1616541865,916021051,2,0,4.55734400019,1.49966982357,5.50332231909
1645113678618364595,,456,,1645113678,74786379,"""theodolite_n_3""",,1616542533,590398244,3,0,5.10582567662,1.50199189544,6.61797739396
1645113678741141608,,457,,1645113678,205593061,"""theodolite_n_1""",,1617284519,420201604,1,0,5.00602659284,1.45976321371,6.80132901339
1645113678863559357,,458,,1645113678,356062566,"""theodolite_n_2""",,1616541866,316031364,2,0,4.5573444243,1.49966970482,5.50380231882
1645113678990337800,,459,,1645113678,474947837,"""theodolite_n_3""",,1616542533,990559702,3,0,5.10582679189,1.50199102952,6.6181173921
1645113679110199057,,460,,1645113678,605585248,"""theodolite_n_1""",,1617284519,820193791,1,0,5.0060259174,1.45975855869,6.8014189973
1645113679236187498,,461,,1645113678,756036941,"""theodolite_n_2""",,1616541866,716005739,2,0,4.55734404731,1.49967025407,5.50407232004
1645113679367868837,,462,,1645113678,874903254,"""theodolite_n_3""",,1616542534,390515119,3,0,5.10582573945,1.50199028185,6.61800739049
1645113679485503892,,463,,1645113679,5556706,"""theodolite_n_1""",,1617284520,220165249,1,0,5.00602565036,1.45975716855,6.80105899249
1645113679612260309,,464,,1645113679,156030013,"""theodolite_n_2""",,1616541867,115998811,2,0,4.55734462851,1.49967046306,5.50366232051
1645113679730570265,,465,,1645113679,274914139,"""theodolite_n_3""",,1616542534,790526004,3,0,5.10582363459,1.50198913689,6.61806738803
1645113679852964124,,466,,1645113679,405539206,"""theodolite_n_1""",,1617284520,620147749,1,0,5.00602579173,1.45975725444,6.80061899279
1645113679981531766,,467,,1645113679,556054544,"""theodolite_n_2""",,1616541867,516023342,2,0,4.55734371744,1.49966714116,5.50406231313
1645113680100373608,,468,,1645113679,674893253,"""theodolite_n_3""",,1616542535,190505118,3,0,5.10582492264,1.50199042934,6.61781739081
1645113680224482064,,469,,1645113679,805422748,"""theodolite_n_1""",,1617284521,20031291,1,0,5.00602642005,1.45975715013,6.80051899243
1645113680348513081,,470,,1645113679,956020117,"""theodolite_n_2""",,1616541867,915988915,2,0,4.55734492696,1.49966294708,5.50378230381
1645113680471255453,,471,,1645113680,74887160,"""theodolite_n_3""",,1616542535,590499025,3,0,5.10582660339,1.50199134049,6.61772739276
1645113680595571072,,472,,1645113680,205470820,"""theodolite_n_1""",,1617284521,420079363,1,0,5.00602717403,1.45975152307,6.80092897298
1645113680729094986,,473,,1645113679,956020117,"""theodolite_n_2""",,1616541867,915988915,2,0,4.55734492696,1.49966294708,5.50378230381
1645113680849076980,,474,,1645113680,74887160,"""theodolite_n_3""",,1616542535,590499025,3,0,5.10582660339,1.50199134049,6.61772739276
1645113680965262479,,475,,1645113680,205470820,"""theodolite_n_1""",,1617284521,420079363,1,0,5.00602717403,1.45975152307,6.80092897298
1645113681087600852,,476,,1645113680,356066732,"""theodolite_n_2""",,1616541868,316035530,2,0,4.55734404731,1.49966097868,5.50312229944
1645113681211244149,,477,,1645113680,474773930,"""theodolite_n_3""",,1616542535,990385795,3,0,5.10582655627,1.5019945983,6.61768739977
1645113681335056228,,478,,1645113680,605526497,"""theodolite_n_1""",,1617284521,820135040,1,0,5.00603284461,1.45974556096,6.80056895236
1645113681459271954,,479,,1645113680,756068346,"""theodolite_n_2""",,1616541868,716037144,2,0,4.55734387452,1.49966014585,5.50319229759
1645113681581161746,,480,,1645113680,876049659,"""theodolite_n_3""",,1616542536,391661524,3,0,5.10582387021,1.50199318269,6.61787739672
1645113681703695538,,481,,1645113681,5414518,"""theodolite_n_1""",,1617284522,220023061,1,0,5.00603619041,1.45974212193,6.80075894047
1645113681828188490,,482,,1645113681,156063502,"""theodolite_n_2""",,1616541869,116032300,2,0,4.55734411014,1.49965938649,5.5030522959
1645113681954268949,,483,,1645113681,276035440,"""theodolite_n_3""",,1616542536,791647305,3,0,5.10582426291,1.50199275299,6.6176273958
1645113682074471483,,484,,1645113681,405420612,"""theodolite_n_1""",,1617284522,620029155,1,0,5.00603744704,1.45974238123,6.80088894137
1645113682198244841,,485,,1645113681,556120846,"""theodolite_n_2""",,1616541869,516089644,2,0,4.55734429864,1.49965874253,5.50340229447
1645113682320734881,,486,,1645113681,677074503,"""theodolite_n_3""",,1616542537,192686368,3,0,5.10582845693,1.50199128673,6.61882739265
1645113682443994332,,487,,1645113681,805418945,"""theodolite_n_1""",,1617284523,20027488,1,0,5.00603787116,1.45974241998,6.8022289415
1645113682569116659,,488,,1645113681,956079127,"""theodolite_n_2""",,1616541869,916047925,2,0,4.5573440159,1.49965833721,5.50307229357
1645113682689516136,,489,,1645113682,75846273,"""theodolite_n_3""",,1616542537,591458138,3,0,5.10582616357,1.50199052756,6.61859739102
1645113682932851648,,490,,1645113682,356085012,"""theodolite_n_2""",,1616541870,316053810,2,0,4.55734418868,1.49965825701,5.50341229339
1645113683056450757,,491,,1645113682,475882471,"""theodolite_n_3""",,1616542537,991494336,3,0,5.10582639919,1.50199140775,6.61849739291
1645113683183111265,,492,,1645113682,605436809,"""theodolite_n_1""",,1617284523,820045352,1,0,5.00603864085,1.45974376897,6.80247894616
1645113683302099236,,493,,1645113682,756068293,"""theodolite_n_2""",,1616541870,716037091,2,0,4.55734429864,1.49965806677,5.50376229297
1645113683426045294,,494,,1645113682,876945596,"""theodolite_n_3""",,1616542538,392557461,3,0,5.1058258337,1.50199329622,6.61866739697
1645113683550217162,,495,,1645113683,5419153,"""theodolite_n_1""",,1617284524,220027696,1,0,5.00603887647,1.45974669976,6.8021289563
1645113683673536055,,496,,1645113683,156088814,"""theodolite_n_2""",,1616541871,116057612,2,0,4.55734395306,1.49965810272,5.50367229305
1645113683798046392,,497,,1645113683,278217679,"""theodolite_n_3""",,1616542538,793829544,3,0,5.10582110561,1.50199529006,6.61850740125
1645113683921077342,,498,,1645113683,405469361,"""theodolite_n_1""",,1617284524,620077904,1,0,5.00604024306,1.45975141953,6.80199897262
1645113684044004519,,499,,1645113683,556024647,"""theodolite_n_2""",,1616541871,515993445,2,0,4.55734437718,1.49965821535,5.5036122933
1645113684170542055,,500,,1645113683,676821794,"""theodolite_n_3""",,1616542539,192433659,3,0,5.10582211091,1.50199665808,6.61878740419
1645113684291099893,,501,,1645113683,805425923,"""theodolite_n_1""",,1617284525,20034466,1,0,5.00603944195,1.45975531877,6.8019889861
1645113684416045244,,502,,1645113683,956032824,"""theodolite_n_2""",,1616541871,916001622,2,0,4.55734418868,1.49965821328,5.50365229329
1645113684538267929,,503,,1645113684,78184137,"""theodolite_n_3""",,1616542539,593796002,3,0,5.10582358746,1.50199254606,6.61817739536
1645113684661130425,,504,,1645113684,206671496,"""theodolite_n_1""",,1617284525,421280039,1,0,5.00603981895,1.4597587674,6.80072899802
1645113684784380232,,505,,1645113684,356060480,"""theodolite_n_2""",,1616541872,316029278,2,0,4.55734423581,1.49965822332,5.50406229332
1645113684907825226,,506,,1645113684,473605022,"""theodolite_n_3""",,1616542539,989216887,3,0,5.10583048326,1.50199435619,6.61789739925
1645113685034720937,,507,,1645113684,606710923,"""theodolite_n_1""",,1617284525,821319466,1,0,5.00603986607,1.45975885797,6.80108899833
1645113685154166089,,508,,1645113684,756063709,"""theodolite_n_2""",,1616541872,716032507,2,0,4.55734381169,1.49965801455,5.50356229285
1645113685278697037,,509,,1645113684,875086845,"""theodolite_n_3""",,1616542540,390698710,3,0,5.10583170848,1.50199464672,6.61809739987
1645113685402780727,,510,,1645113685,6682068,"""theodolite_n_1""",,1617284526,221290611,1,0,5.00603963045,1.45975918096,6.80119899945
1645113685524471155,,511,,1645113684,756063709,"""theodolite_n_2""",,1616541872,716032507,2,0,4.55734381169,1.49965801455,5.50356229285
1645113685650333767,,512,,1645113684,875086845,"""theodolite_n_3""",,1616542540,390698710,3,0,5.10583170848,1.50199464672,6.61809739987
1645113685774003614,,513,,1645113685,6682068,"""theodolite_n_1""",,1617284526,221290611,1,0,5.00603963045,1.45975918096,6.80119899945
1645113685898263868,,514,,1645113685,156073292,"""theodolite_n_2""",,1616541873,116042090,2,0,4.5573444243,1.49965804575,5.50326229292
1645113686021149955,,515,,1645113685,275397574,"""theodolite_n_3""",,1616542540,791009439,3,0,5.10583159852,1.50199428241,6.61776739909
1645113686144156980,,516,,1645113685,405468318,"""theodolite_n_1""",,1617284526,620076861,1,0,5.00604159395,1.45976097628,6.80129900566
1645113686270086548,,517,,1645113685,556060584,"""theodolite_n_2""",,1616541873,516029382,2,0,4.5573438274,1.49965798015,5.50362229278
1645113686390524182,,518,,1645113685,675864345,"""theodolite_n_3""",,1616542541,191476210,3,0,5.10583103304,1.5019957409,6.61814740222
1645113686515259537,,519,,1645113685,805478474,"""theodolite_n_1""",,1617284527,20087017,1,0,5.00603805965,1.4597679905,6.80100902991
1645113686639225294,,520,,1645113685,956111261,"""theodolite_n_2""",,1616541873,916080059,2,0,4.55734400019,1.49965849428,5.50336229392
1645113686762852761,,521,,1645113686,75030074,"""theodolite_n_3""",,1616542541,590641939,3,0,5.10582875538,1.50199655881,6.61803740398
1645113686886842402,,522,,1645113686,207974047,"""theodolite_n_1""",,1617284527,422582590,1,0,5.00603647315,1.45977275717,6.80176904638
1645113687008580678,,523,,1645113686,356066469,"""theodolite_n_2""",,1616541874,316035267,2,0,4.55734415727,1.49965862679,5.50352229421
1645113687133182236,,524,,1645113686,475317313,"""theodolite_n_3""",,1616542541,990929178,3,0,5.10582933658,1.50199726714,6.6179274055
1645113687258126332,,525,,1645113686,606728214,"""theodolite_n_1""",,1617284527,821336757,1,0,5.00603452536,1.45977466632,6.80178905298
1645113687381192950,,526,,1645113686,756163708,"""theodolite_n_2""",,1616541874,716132506,2,0,4.55734439289,1.49965863755,5.50452229424
1645113687504856959,,527,,1645113686,874756272,"""theodolite_n_3""",,1616542542,390368137,3,0,5.10583167706,1.50200002777,6.61777741144
1645113687629038363,,528,,1645113687,6823005,"""theodolite_n_1""",,1617284528,221431548,1,0,5.00603384992,1.4597748227,6.80208905352
1645113687753212724,,529,,1645113687,156190583,"""theodolite_n_2""",,1616541875,116159381,2,0,4.55734411014,1.49965849985,5.50446229393
1645113687996955291,,530,,1645113687,405544620,"""theodolite_n_1""",,1617284528,620153163,1,0,5.00603419549,1.45977446945,6.8019590523
1645113688119760660,,531,,1645113687,556167198,"""theodolite_n_2""",,1616541875,516135996,2,0,4.5573438274,1.49965871371,5.5045622944
1645113688243821094,,532,,1645113687,674834032,"""theodolite_n_3""",,1616542543,190445897,3,0,5.10583444167,1.5020003722,6.61777741218
1645113688367960506,,533,,1645113687,805544619,"""theodolite_n_1""",,1617284529,20153162,1,0,5.00603524793,1.45977394079,6.80188905048
1645113688491981833,,534,,1645113687,956034854,"""theodolite_n_2""",,1616541875,916003652,2,0,4.5573444243,1.49965865952,5.50470229428
1645113688615392000,,535,,1645113688,75748979,"""theodolite_n_3""",,1616542543,591360844,3,0,5.10583552552,1.50200109218,6.61642741372
1645113688741275046,,536,,1645113688,205576911,"""theodolite_n_1""",,1617284529,420185454,1,0,5.00603160368,1.45977259637,6.80184904583
1645113688862482944,,537,,1645113688,357333864,"""theodolite_n_2""",,1616541876,317302662,2,0,4.55734415727,1.49965883721,5.50429229468
1645113688986930379,,538,,1645113688,474770229,"""theodolite_n_3""",,1616542543,990382094,3,0,5.10583594963,1.50200368819,6.6183174193
1645113689109192193,,539,,1645113688,605550140,"""theodolite_n_1""",,1617284529,820158683,1,0,5.00603033134,1.45976785374,6.80181902943
1645113689233585176,,540,,1645113688,756066103,"""theodolite_n_2""",,1616541876,716034901,2,0,4.55734437718,1.49965882665,5.50389229466
1645113689357189963,,541,,1645113688,875068250,"""theodolite_n_3""",,1616542544,390680115,3,0,5.10583725339,1.50200408056,6.61783742015
1645113689481447953,,542,,1645113689,5529723,"""theodolite_n_1""",,1617284530,220138266,1,0,5.00602783377,1.45976401838,6.80150901617
1645113689605900262,,543,,1645113689,156032301,"""theodolite_n_2""",,1616541877,116001099,2,0,4.55734392165,1.49966342991,5.50352230488
1645113689730946364,,544,,1645113689,275359291,"""theodolite_n_3""",,1616542544,790971156,3,0,5.10583800737,1.50200405486,6.61812742009
1645113689852031525,,545,,1645113689,405562327,"""theodolite_n_1""",,1617284530,620170870,1,0,5.00602830501,1.45975914838,6.80151899934
1645113689976345836,,546,,1645113689,556318864,"""theodolite_n_2""",,1616541877,516287662,2,0,4.55734404731,1.4996803935,5.50314234257
1645113690100124799,,547,,1645113689,675757833,"""theodolite_n_3""",,1616542545,191369698,3,0,5.10583852574,1.50200434816,6.61824742072
1645113690223448038,,548,,1645113689,805562900,"""theodolite_n_1""",,1617284531,20171443,1,0,5.00602788089,1.4597586959,6.80148899777
1645113690346321319,,549,,1645113689,955323082,"""theodolite_n_2""",,1616541877,915291880,2,0,4.5573444243,1.49968100418,5.50313234392
1645113690470266912,,550,,1645113690,74550124,"""theodolite_n_3""",,1616542545,590161989,3,0,5.10583814875,1.50200526376,6.61757742269
1645113690594126452,,551,,1645113690,205557066,"""theodolite_n_1""",,1617284531,420165609,1,0,5.00602755103,1.45975834985,6.80151899658
1645113690717219136,,552,,1645113689,955323082,"""theodolite_n_2""",,1616541877,915291880,2,0,4.5573444243,1.49968100418,5.50313234392
1645113690841512080,,553,,1645113690,74550124,"""theodolite_n_3""",,1616542545,590161989,3,0,5.10583814875,1.50200526376,6.61757742269
1645113690965648198,,554,,1645113690,205557066,"""theodolite_n_1""",,1617284531,420165609,1,0,5.00602755103,1.45975834985,6.80151899658
1645113691087572218,,555,,1645113690,355331884,"""theodolite_n_2""",,1616541878,315300682,2,0,4.55734400019,1.4996807924,5.50299234345
1645113691210899536,,556,,1645113690,475303666,"""theodolite_n_3""",,1616542545,990915531,3,0,5.10583816445,1.50200517329,6.6174774225
1645113691334427678,,557,,1645113690,605438785,"""theodolite_n_1""",,1617284531,820047328,1,0,5.00602736253,1.45975794507,6.80117899518
1645113691459492617,,558,,1645113690,755396728,"""theodolite_n_2""",,1616541878,715365526,2,0,4.55734385882,1.49968015218,5.50357234203
1645113691584290260,,559,,1645113690,875339551,"""theodolite_n_3""",,1616542546,390951416,3,0,5.10583888702,1.50200531329,6.6184074228
1645113691704515630,,560,,1645113691,5286077,"""theodolite_n_1""",,1617284532,219894620,1,0,5.00602817934,1.45975302534,6.80064897817
1645113691828128009,,561,,1645113691,155338342,"""theodolite_n_2""",,1616541879,115307140,2,0,4.55734420439,1.49968040448,5.50323234259
1645113691951978980,,562,,1645113691,275643874,"""theodolite_n_3""",,1616542546,791255739,3,0,5.10583777175,1.50200530518,6.61773742278
1645113692076755670,,563,,1645113691,406421858,"""theodolite_n_1""",,1617284532,621030401,1,0,5.0060296716,1.45974594479,6.80100895369
1645113692199563386,,564,,1645113691,555307977,"""theodolite_n_2""",,1616541879,515276775,2,0,4.55734395306,1.49968129056,5.50334234456
1645113692323444414,,565,,1645113691,674894395,"""theodolite_n_3""",,1616542547,190506260,3,0,5.10583863569,1.50200512431,6.61798742239
1645113692447965120,,566,,1645113691,805413889,"""theodolite_n_1""",,1617284533,20022432,1,0,5.00602876054,1.45974114852,6.8008089371
1645113692571835871,,567,,1645113691,955334592,"""theodolite_n_2""",,1616541879,915303390,2,0,4.55734367032,1.49968444739,5.50371235157
1645113692694513874,,568,,1645113692,74736426,"""theodolite_n_3""",,1616542547,590348291,3,0,5.10583838436,1.5020055254,6.61770742325
1645113692819631590,,569,,1645113692,205434722,"""theodolite_n_1""",,1617284533,420043265,1,0,5.00602894903,1.45973901011,6.80097892971
1645113692940086344,,570,,1645113692,355318394,"""theodolite_n_2""",,1616541880,315287192,2,0,4.55734429864,1.49968623096,5.50371235553
1645113693063669699,,571,,1645113692,474785592,"""theodolite_n_3""",,1616542547,990397457,3,0,5.10583866711,1.50200593495,6.61808742413
1645113693187175605,,572,,1645113692,605475816,"""theodolite_n_1""",,1617284533,820084359,1,0,5.00602869771,1.45973923196,6.80092893048
1645113693310710422,,573,,1645113692,755320112,"""theodolite_n_2""",,1616541880,715288910,2,0,4.55734404731,1.49968736033,5.50305235804
